ST,CTY,NAICS,RCPTOT,ESTAB,Total_RCPTOT,Total_ESTAB,Year
42,117,2389,5124,94,1221237,21204,2016
42,117,484,9984,107,1657219,16315,2016
42,117,4841,9692,102,1532335,14901,2016
42,117,48411,3296,39,491611,5358,2016
42,117,4842,292,5,124816,1413,2016
42,117,4853,64,5,364746,22461,2016
42,119,23,28278,411,5803543,93241,2016
42,119,236,10518,130,1907267,23563,2016
42,119,2361,10351,122,1688973,21170,2016
42,119,237,567,7,117048,1126,2016
42,119,2372,0,0,61447,309,2016
42,119,23721,0,0,61447,309,2016
42,119,2373,0,0,8780,148,2016
42,119,23731,0,0,8780,148,2016
42,119,2379,194,4,25386,350,2016
42,119,23799,194,4,25386,350,2016
42,119,238,17193,274,3778858,68545,2016
42,119,2381,4839,60,590783,9754,2016
42,119,2382,2867,43,733282,12412,2016
42,119,23821,1116,16,280025,5815,2016
42,119,23822,1738,24,405497,5772,2016
42,119,23829,13,3,44740,792,2016
42,119,2383,4500,98,1233087,25165,2016
42,119,2389,4987,73,1221237,21204,2016
42,119,484,13354,119,1657219,16315,2016
42,119,4841,12494,111,1532335,14901,2016
42,119,48411,4259,47,491611,5358,2016
42,119,4842,860,8,124816,1413,2016
42,119,4853,295,17,364746,22461,2016
42,121,23,24111,459,5803543,93241,2016
42,121,236,8398,156,1907267,23563,2016
42,121,2361,6512,137,1688973,21170,2016
42,121,237,177,4,117048,1126,2016
42,121,2372,0,0,61447,309,2016
42,121,23721,0,0,61447,309,2016
42,121,2379,171,3,25386,350,2016
42,121,23799,171,3,25386,350,2016
42,121,238,15536,299,3778858,68545,2016
42,121,2381,4862,61,590783,9754,2016
42,121,2382,2330,51,733282,12412,2016
42,121,23821,691,20,280025,5815,2016
42,121,23822,1568,26,405497,5772,2016
42,121,23829,71,5,44740,792,2016
42,121,2383,3092,85,1233087,25165,2016
42,121,2389,5252,102,1221237,21204,2016
42,121,484,7421,88,1657219,16315,2016
42,121,4841,6595,77,1532335,14901,2016
42,121,48411,1914,25,491611,5358,2016
42,121,4842,826,11,124816,1413,2016
42,121,4853,70,7,364746,22461,2016
42,123,23,14049,302,5803543,93241,2016
42,123,236,5288,81,1907267,23563,2016
42,123,2361,3843,74,1688973,21170,2016
42,123,237,278,7,117048,1126,2016
42,123,2371,122,5,8601,152,2016
42,123,2379,0,0,25386,350,2016
42,123,23799,0,0,25386,350,2016
42,123,238,8483,214,3778858,68545,2016
42,123,2381,1070,31,590783,9754,2016
42,123,2382,1158,23,733282,12412,2016
42,123,23821,501,12,280025,5815,2016
42,123,23822,458,8,405497,5772,2016
42,123,23829,199,3,44740,792,2016
42,123,2383,3341,76,1233087,25165,2016
42,123,2389,2914,84,1221237,21204,2016
42,123,484,6750,66,1657219,16315,2016
42,123,4841,5637,54,1532335,14901,2016
42,123,48411,788,12,491611,5358,2016
42,123,4842,1113,12,124816,1413,2016
42,123,4853,114,7,364746,22461,2016
42,125,23,114471,1696,5803543,93241,2016
42,125,236,40560,402,1907267,23563,2016
42,125,2361,30061,346,1688973,21170,2016
42,125,237,2101,24,117048,1126,2016
42,125,2371,552,8,8601,152,2016
42,125,2372,929,7,61447,309,2016
42,125,23721,929,7,61447,309,2016
42,125,2373,101,3,8780,148,2016
42,125,23731,101,3,8780,148,2016
42,125,2379,519,6,25386,350,2016
42,125,23799,519,6,25386,350,2016
42,125,238,71810,1270,3778858,68545,2016
42,125,2381,7911,147,590783,9754,2016
42,125,2382,17755,254,733282,12412,2016
42,125,23821,6518,110,280025,5815,2016
42,125,23822,9361,124,405497,5772,2016
42,125,23829,1876,20,44740,792,2016
42,125,2383,19986,413,1233087,25165,2016
42,125,2389,26158,456,1221237,21204,2016
42,125,484,19725,193,1657219,16315,2016
42,125,4841,17982,170,1532335,14901,2016
42,125,48411,6177,70,491611,5358,2016
42,125,4842,1743,23,124816,1413,2016
42,125,4853,1338,120,364746,22461,2016
42,127,23,48735,750,5803543,93241,2016
42,127,236,17471,249,1907267,23563,2016
42,127,2361,16296,233,1688973,21170,2016
42,127,237,787,7,117048,1126,2016
42,127,2371,0,0,8601,152,2016
42,127,2372,0,0,61447,309,2016
42,127,23721,0,0,61447,309,2016
42,127,2379,722,4,25386,350,2016
42,127,23799,722,4,25386,350,2016
42,127,238,30477,494,3778858,68545,2016
42,127,2381,6310,82,590783,9754,2016
42,127,2382,5908,87,733282,12412,2016
42,127,23821,2306,37,280025,5815,2016
42,127,23822,3547,46,405497,5772,2016
42,127,23829,55,4,44740,792,2016
42,127,2383,11405,184,1233087,25165,2016
42,127,2389,6854,141,1221237,21204,2016
42,127,484,8719,84,1657219,16315,2016
42,127,4841,7931,80,1532335,14901,2016
42,127,48411,2099,28,491611,5358,2016
42,127,4842,788,4,124816,1413,2016
42,127,4853,424,18,364746,22461,2016
42,129,23,159736,2747,5803543,93241,2016
42,129,236,42574,629,1907267,23563,2016
42,129,2361,37765,563,1688973,21170,2016
42,129,237,5297,64,117048,1126,2016
42,129,2371,110,8,8601,152,2016
42,129,2372,1108,13,61447,309,2016
42,129,23721,1108,13,61447,309,2016
42,129,2373,2663,20,8780,148,2016
42,129,23731,2663,20,8780,148,2016
42,129,2379,1416,23,25386,350,2016
42,129,23799,1416,23,25386,350,2016
42,129,238,111865,2054,3778858,68545,2016
42,129,2381,17148,324,590783,9754,2016
42,129,2382,22248,422,733282,12412,2016
42,129,23821,9466,197,280025,5815,2016
42,129,23822,11240,194,405497,5772,2016
42,129,23829,1542,31,44740,792,2016
42,129,2383,26096,570,1233087,25165,2016
42,129,2389,46373,738,1221237,21204,2016
42,129,484,33302,329,1657219,16315,2016
42,129,4841,30163,297,1532335,14901,2016
42,129,48411,13661,126,491611,5358,2016
42,129,4842,3139,32,124816,1413,2016
42,129,4853,1939,203,364746,22461,2016
42,131,23,15656,266,5803543,93241,2016
42,131,236,4720,73,1907267,23563,2016
42,131,2361,4179,67,1688973,21170,2016
42,131,237,1462,7,117048,1126,2016
42,131,2371,0,0,8601,152,2016
42,131,2372,0,0,61447,309,2016
42,131,23721,0,0,61447,309,2016
42,131,2373,0,0,8780,148,2016
42,131,23731,0,0,8780,148,2016
42,131,2379,0,0,25386,350,2016
42,131,23799,0,0,25386,350,2016
42,131,238,9474,186,3778858,68545,2016
42,131,2381,1363,29,590783,9754,2016
42,131,2382,2528,33,733282,12412,2016
42,131,23821,693,11,280025,5815,2016
42,131,23822,983,16,405497,5772,2016
42,131,23829,0,0,44740,792,2016
42,131,2383,1738,50,1233087,25165,2016
42,131,2389,3845,74,1221237,21204,2016
42,131,484,9846,67,1657219,16315,2016
42,131,4841,9383,61,1532335,14901,2016
42,131,48411,4374,22,491611,5358,2016
42,131,4842,463,6,124816,1413,2016
42,131,4853,114,6,364746,22461,2016
42,133,23,212204,3401,5803543,93241,2016
42,133,236,67520,869,1907267,23563,2016
42,133,2361,58411,769,1688973,21170,2016
42,133,237,4252,35,117048,1126,2016
42,133,2371,0,0,8601,152,2016
42,133,2372,2939,16,61447,309,2016
42,133,23721,2939,16,61447,309,2016
42,133,2373,60,6,8780,148,2016
42,133,23731,60,6,8780,148,2016
42,133,2379,968,10,25386,350,2016
42,133,23799,968,10,25386,350,2016
42,133,238,140432,2497,3778858,68545,2016
42,133,2381,20526,323,590783,9754,2016
42,133,2382,30014,461,733282,12412,2016
42,133,23821,10054,202,280025,5815,2016
42,133,23822,18986,229,405497,5772,2016
42,133,23829,974,30,44740,792,2016
42,133,2383,44030,917,1233087,25165,2016
42,133,2389,45862,796,1221237,21204,2016
42,133,484,55718,505,1657219,16315,2016
42,133,4841,52061,450,1532335,14901,2016
42,133,48411,17687,171,491611,5358,2016
42,133,4842,3657,55,124816,1413,2016
42,133,4853,2897,221,364746,22461,2016
17,1,23,22584,443,5305315,91482,2018
17,1,236,7531,130,2269124,33280,2018
17,1,2361,5857,112,2080214,30798,2018
17,1,237,895,3,83708,977,2018
17,1,238,14158,310,2950332,57196,2018
17,1,2381,2184,43,445003,7841,2018
17,1,2382,2565,47,606835,11151,2018
17,1,23821,603,22,227521,4958,2018
17,1,23822,1751,19,333809,5470,2018
17,1,23829,211,6,39164,623,2018
17,1,2383,5752,134,1033933,22637,2018
17,1,2389,3657,86,864170,15560,2018
17,1,484,11828,105,3926136,45561,2018
17,1,4841,11018,95,3794911,43523,2018
17,1,48411,2228,22,829102,10743,2018
17,1,4842,810,10,129215,2014,2018
17,1,4853,187,35,1573491,69819,2018
17,3,23,771,26,5305315,91482,2018
17,3,236,77,5,2269124,33280,2018
17,3,2361,77,5,2080214,30798,2018
17,3,238,686,20,2950332,57196,2018
17,3,2382,467,6,606835,11151,2018
17,3,2383,41,6,1033933,22637,2018
17,3,2389,154,6,864170,15560,2018
17,3,484,2798,20,3926136,45561,2018
17,3,4841,2708,17,3794911,43523,2018
17,3,4842,90,3,129215,2014,2018
17,5,23,5762,120,5305315,91482,2018
17,5,236,1727,41,2269124,33280,2018
17,5,2361,1659,37,2080214,30798,2018
17,5,238,3860,78,2950332,57196,2018
17,5,2381,687,6,445003,7841,2018
17,5,2382,1148,14,606835,11151,2018
17,5,23821,90,3,227521,4958,2018
17,5,23822,1055,10,333809,5470,2018
17,5,2383,925,29,1033933,22637,2018
17,5,2389,1100,29,864170,15560,2018
17,5,484,4311,42,3926136,45561,2018
17,5,4841,4265,38,3794911,43523,2018
17,5,48411,1834,15,829102,10743,2018
17,5,4842,46,4,129215,2014,2018
17,5,4853,117,4,1573491,69819,2018
17,7,23,20082,365,5305315,91482,2018
17,7,236,8094,101,2269124,33280,2018
17,7,2361,7392,89,2080214,30798,2018
17,7,238,11934,263,2950332,57196,2018
17,7,2381,2018,40,445003,7841,2018
17,7,2382,1433,40,606835,11151,2018
17,7,23821,752,21,227521,4958,2018
17,7,23822,521,16,333809,5470,2018
17,7,23829,160,3,39164,623,2018
17,7,2383,4588,94,1033933,22637,2018
17,7,2389,3895,89,864170,15560,2018
17,7,484,11036,125,3926136,45561,2018
17,7,4841,9823,118,3794911,43523,2018
17,7,48411,3244,44,829102,10743,2018
17,7,4842,1213,7,129215,2014,2018
17,7,4853,1395,62,1573491,69819,2018
17,9,23,2362,60,5305315,91482,2018
17,9,236,396,13,2269124,33280,2018
17,9,2361,340,11,2080214,30798,2018
17,9,238,1959,46,2950332,57196,2018
17,9,2381,73,8,445003,7841,2018
17,9,2382,362,9,606835,11151,2018
17,9,23829,144,6,39164,623,2018
17,9,2383,945,17,1033933,22637,2018
17,9,2389,579,12,864170,15560,2018
17,9,484,3556,21,3926136,45561,2018
17,9,4841,3556,21,3794911,43523,2018
17,9,48411,234,4,829102,10743,2018
17,9,4853,5,3,1573491,69819,2018
17,11,23,10591,264,5305315,91482,2018
17,11,236,3110,61,2269124,33280,2018
17,11,2361,2820,53,2080214,30798,2018
17,11,237,203,5,83708,977,2018
17,11,2379,203,5,20169,311,2018
17,11,23799,203,5,20169,311,2018
17,11,238,7278,198,2950332,57196,2018
17,11,2381,926,32,445003,7841,2018
17,11,2382,1559,33,606835,11151,2018
17,11,23821,716,17,227521,4958,2018
17,11,23822,840,15,333809,5470,2018
17,11,2383,2171,64,1033933,22637,2018
17,11,2389,2622,69,864170,15560,2018
17,11,484,11477,86,3926136,45561,2018
17,11,4841,11101,76,3794911,43523,2018
17,11,48411,3464,28,829102,10743,2018
17,11,4842,376,10,129215,2014,2018
17,11,4853,210,14,1573491,69819,2018
17,13,23,2006,48,5305315,91482,2018
17,13,236,367,17,2269124,33280,2018
17,13,2361,337,16,2080214,30798,2018
17,13,237,50,3,83708,977,2018
17,13,238,1589,28,2950332,57196,2018
17,13,2382,57,4,606835,11151,2018
17,13,2383,163,11,1033933,22637,2018
17,13,2389,1347,11,864170,15560,2018
17,13,484,441,8,3926136,45561,2018
17,13,4841,435,7,3794911,43523,2018
17,13,48411,145,4,829102,10743,2018
17,15,23,5291,104,5305315,91482,2018
17,15,236,2110,39,2269124,33280,2018
17,15,2361,1872,34,2080214,30798,2018
17,15,238,3178,64,2950332,57196,2018
17,15,2381,1056,8,445003,7841,2018
17,15,2382,492,16,606835,11151,2018
17,15,23821,202,5,227521,4958,2018
17,15,23822,281,10,333809,5470,2018
17,15,2383,670,19,1033933,22637,2018
17,15,2389,960,21,864170,15560,2018
17,15,484,5274,49,3926136,45561,2018
17,15,4841,4783,46,3794911,43523,2018
17,15,48411,1533,18,829102,10743,2018
17,15,4842,491,3,129215,2014,2018
17,15,4853,51,3,1573491,69819,2018
17,17,23,3952,85,5305315,91482,2018
17,17,236,1021,24,2269124,33280,2018
17,17,2361,1003,23,2080214,30798,2018
17,17,237,471,5,83708,977,2018
17,17,238,2460,56,2950332,57196,2018
17,17,2381,478,11,445003,7841,2018
17,17,2382,458,9,606835,11151,2018
17,17,23821,317,3,227521,4958,2018
17,17,23822,136,5,333809,5470,2018
17,17,2383,537,16,1033933,22637,2018
17,17,2389,987,20,864170,15560,2018
17,17,484,2368,25,3926136,45561,2018
17,17,4841,2368,25,3794911,43523,2018
17,17,48411,172,4,829102,10743,2018
17,17,4853,97,5,1573491,69819,2018
17,19,23,52118,892,5305315,91482,2018
17,19,236,18301,233,2269124,33280,2018
17,19,2361,17145,216,2080214,30798,2018
17,19,237,3412,24,83708,977,2018
17,19,2371,37,4,9074,135,2018
17,19,2372,3340,14,35814,204,2018
17,19,23721,3340,14,35814,204,2018
17,19,2379,30,4,20169,311,2018
17,19,23799,30,4,20169,311,2018
17,19,238,30405,635,2950332,57196,2018
17,19,2381,3518,75,445003,7841,2018
17,19,2382,3275,80,606835,11151,2018
17,19,23821,1458,36,227521,4958,2018
17,19,23822,1795,39,333809,5470,2018
17,19,23829,22,5,39164,623,2018
17,19,2383,12118,279,1033933,22637,2018
17,19,2389,11494,201,864170,15560,2018
17,19,484,18548,201,3926136,45561,2018
17,19,4841,18185,192,3794911,43523,2018
17,19,48411,6780,78,829102,10743,2018
17,19,4842,363,9,129215,2014,2018
17,19,4853,7650,571,1573491,69819,2018
17,21,23,10269,248,5305315,91482,2018
17,21,236,2937,77,2269124,33280,2018
17,21,2361,2261,68,2080214,30798,2018
17,21,237,41,6,83708,977,2018
17,21,2371,32,4,9074,135,2018
17,21,238,7291,165,2950332,57196,2018
17,21,2381,1095,32,445003,7841,2018
17,21,2382,1466,29,606835,11151,2018
17,21,23821,553,13,227521,4958,2018
17,21,23822,889,14,333809,5470,2018
17,21,2383,2003,52,1033933,22637,2018
17,21,2389,2727,52,864170,15560,2018
17,21,484,9609,85,3926136,45561,2018
17,21,4841,9368,79,3794911,43523,2018
17,21,48411,5365,42,829102,10743,2018
17,21,4842,241,6,129215,2014,2018
17,21,4853,222,8,1573491,69819,2018
17,23,23,6233,132,5305315,91482,2018
17,23,236,1682,32,2269124,33280,2018
17,23,2361,1498,26,2080214,30798,2018
17,23,237,42,4,83708,977,2018
17,23,238,4509,96,2950332,57196,2018
17,23,2381,480,12,445003,7841,2018
17,23,2382,1095,21,606835,11151,2018
17,23,23821,97,6,227521,4958,2018
17,23,23822,863,13,333809,5470,2018
17,23,2383,812,29,1033933,22637,2018
17,23,2389,2122,34,864170,15560,2018
17,23,484,3368,32,3926136,45561,2018
17,23,4841,2946,28,3794911,43523,2018
17,23,48411,718,11,829102,10743,2018
17,23,4842,422,4,129215,2014,2018
17,23,4853,28,6,1573491,69819,2018
17,25,23,6680,128,5305315,91482,2018
17,25,236,3259,42,2269124,33280,2018
17,25,2361,2828,38,2080214,30798,2018
17,25,238,3419,85,2950332,57196,2018
17,25,2381,481,11,445003,7841,2018
17,25,2382,661,13,606835,11151,2018
17,25,23821,274,7,227521,4958,2018
17,25,23822,387,6,333809,5470,2018
17,25,2383,1680,40,1033933,22637,2018
17,25,2389,597,21,864170,15560,2018
17,25,484,1656,26,3926136,45561,2018
17,25,4841,1600,24,3794911,43523,2018
17,25,48411,601,9,829102,10743,2018
17,27,23,13989,252,5305315,91482,2018
17,27,236,4920,69,2269124,33280,2018
17,27,2361,4427,56,2080214,30798,2018
17,27,237,827,9,83708,977,2018
17,27,2372,698,5,35814,204,2018
17,27,23721,698,5,35814,204,2018
17,27,238,8242,174,2950332,57196,2018
17,27,2381,1904,37,445003,7841,2018
17,27,2382,1637,31,606835,11151,2018
17,27,23821,261,11,227521,4958,2018
17,27,23822,1293,18,333809,5470,2018
17,27,2383,2345,52,1033933,22637,2018
17,27,2389,2356,54,864170,15560,2018
17,27,484,5836,70,3926136,45561,2018
17,27,4841,4990,59,3794911,43523,2018
17,27,48411,1685,24,829102,10743,2018
17,27,4842,846,11,129215,2014,2018
17,27,4853,205,16,1573491,69819,2018
17,29,23,15998,301,5305315,91482,2018
17,29,236,3894,81,2269124,33280,2018
17,29,2361,3500,68,2080214,30798,2018
17,29,237,4,3,83708,977,2018
17,29,238,12100,217,2950332,57196,2018
17,29,2381,2592,40,445003,7841,2018
17,29,2382,2518,37,606835,11151,2018
17,29,23821,1159,17,227521,4958,2018
17,29,23822,1312,18,333809,5470,2018
17,29,2383,3481,81,1033933,22637,2018
17,29,2389,3509,59,864170,15560,2018
17,29,484,7127,73,3926136,45561,2018
17,29,4841,6611,65,3794911,43523,2018
17,29,48411,1932,29,829102,10743,2018
17,29,4842,516,8,129215,2014,2018
17,29,4853,365,28,1573491,69819,2018
17,31,23,2422723,41835,5305315,91482,2018
17,31,236,1203209,18371,2269124,33280,2018
17,31,2361,1129345,17355,2080214,30798,2018
17,31,237,13254,215,83708,977,2018
17,31,2371,3124,59,9074,135,2018
17,31,2372,4196,34,35814,204,2018
17,31,23721,4196,34,35814,204,2018
17,31,2373,1346,47,5963,145,2018
17,31,23731,1346,47,5963,145,2018
17,31,2379,4588,75,20169,311,2018
17,31,23799,4588,75,20169,311,2018
17,31,238,1206260,23249,2950332,57196,2018
17,31,2381,173997,3074,445003,7841,2018
17,31,2382,274869,5125,606835,11151,2018
17,31,23821,111270,2401,227521,4958,2018
17,31,23822,146031,2451,333809,5470,2018
17,31,23829,17568,273,39164,623,2018
17,31,2383,450353,9748,1033933,22637,2018
17,31,2389,307041,5302,864170,15560,2018
17,31,484,2083990,26500,3926136,45561,2018
17,31,4841,2033362,25555,3794911,43523,2018
17,31,48411,386193,5695,829102,10743,2018
17,31,4842,50628,945,129215,2014,2018
17,31,4853,1242510,52176,1573491,69819,2018
17,33,23,13035,169,5305315,91482,2018
17,33,236,6340,65,2269124,33280,2018
17,33,2361,5893,61,2080214,30798,2018
17,33,238,6653,103,2950332,57196,2018
17,33,2381,2909,28,445003,7841,2018
17,33,2382,1555,15,606835,11151,2018
17,33,23821,753,8,227521,4958,2018
17,33,23822,540,5,333809,5470,2018
17,33,2383,732,28,1033933,22637,2018
17,33,2389,1457,32,864170,15560,2018
17,33,484,1365,16,3926136,45561,2018
17,33,4841,1337,15,3794911,43523,2018
17,33,48411,217,5,829102,10743,2018
17,33,4853,40,5,1573491,69819,2018
17,35,23,2827,91,5305315,91482,2018
17,35,236,1223,38,2269124,33280,2018
17,35,2361,1223,38,2080214,30798,2018
17,35,237,229,6,83708,977,2018
17,35,2379,226,5,20169,311,2018
17,35,23799,226,5,20169,311,2018
17,35,238,1375,47,2950332,57196,2018
17,35,2381,207,6,445003,7841,2018
17,35,2382,329,12,606835,11151,2018
17,35,23821,52,5,227521,4958,2018
17,35,23822,166,6,333809,5470,2018
17,35,2383,389,16,1033933,22637,2018
17,35,2389,450,13,864170,15560,2018
17,35,484,2913,30,3926136,45561,2018
17,35,4841,2913,30,3794911,43523,2018
17,35,48411,322,10,829102,10743,2018
17,37,23,41548,704,5305315,91482,2018
17,37,236,11457,178,2269124,33280,2018
17,37,2361,9846,149,2080214,30798,2018
17,37,237,819,10,83708,977,2018
17,37,2372,215,3,35814,204,2018
17,37,23721,215,3,35814,204,2018
17,37,2379,170,5,20169,311,2018
17,37,23799,170,5,20169,311,2018
17,37,238,29272,516,2950332,57196,2018
17,37,2381,4125,75,445003,7841,2018
17,37,2382,6718,103,606835,11151,2018
17,37,23821,2254,45,227521,4958,2018
17,37,23822,4449,54,333809,5470,2018
17,37,23829,15,4,39164,623,2018
17,37,2383,9323,176,1033933,22637,2018
17,37,2389,9106,162,864170,15560,2018
17,37,484,12726,134,3926136,45561,2018
17,37,4841,12089,119,3794911,43523,2018
17,37,48411,4141,45,829102,10743,2018
17,37,4842,637,15,129215,2014,2018
17,37,4853,3243,228,1573491,69819,2018
17,39,23,5083,108,5305315,91482,2018
17,39,236,582,21,2269124,33280,2018
17,39,2361,506,20,2080214,30798,2018
17,39,237,9,3,83708,977,2018
17,39,238,4492,84,2950332,57196,2018
17,39,2381,700,6,445003,7841,2018
17,39,2382,1078,24,606835,11151,2018
17,39,23821,236,10,227521,4958,2018
17,39,23822,842,14,333809,5470,2018
17,39,2383,1109,28,1033933,22637,2018
17,39,2389,1605,26,864170,15560,2018
17,39,484,3424,37,3926136,45561,2018
17,39,4841,3119,31,3794911,43523,2018
17,39,48411,1133,13,829102,10743,2018
17,39,4842,305,6,129215,2014,2018
17,39,4853,111,9,1573491,69819,2018
17,41,23,8037,191,5305315,91482,2018
17,41,236,3048,55,2269124,33280,2018
17,41,2361,2821,47,2080214,30798,2018
17,41,237,204,4,83708,977,2018
17,41,2379,147,3,20169,311,2018
17,41,23799,147,3,20169,311,2018
17,41,238,4785,132,2950332,57196,2018
17,41,2381,1897,35,445003,7841,2018
17,41,2382,593,17,606835,11151,2018
17,41,23821,289,7,227521,4958,2018
17,41,23822,304,10,333809,5470,2018
17,41,2383,951,42,1033933,22637,2018
17,41,2389,1344,38,864170,15560,2018
17,41,484,7873,82,3926136,45561,2018
17,41,4841,7769,77,3794911,43523,2018
17,41,48411,4004,40,829102,10743,2018
17,41,4842,104,5,129215,2014,2018
17,41,4853,666,32,1573491,69819,2018
17,43,23,481054,6900,5305315,91482,2018
17,43,236,207039,2571,2269124,33280,2018
17,43,2361,188748,2380,2080214,30798,2018
17,43,237,6413,61,83708,977,2018
17,43,2371,864,13,9074,135,2018
17,43,2372,2547,16,35814,204,2018
17,43,23721,2547,16,35814,204,2018
17,43,2373,583,15,5963,145,2018
17,43,23731,583,15,5963,145,2018
17,43,2379,2419,17,20169,311,2018
17,43,23799,2419,17,20169,311,2018
17,43,238,267602,4268,2950332,57196,2018
17,43,2381,31940,513,445003,7841,2018
17,43,2382,52999,888,606835,11151,2018
17,43,23821,22690,402,227521,4958,2018
17,43,23822,26625,439,333809,5470,2018
17,43,23829,3684,47,39164,623,2018
17,43,2383,99642,1667,1033933,22637,2018
17,43,2389,83021,1200,864170,15560,2018
17,43,484,479878,5252,3926136,45561,2018
17,43,4841,465922,5063,3794911,43523,2018
17,43,48411,58291,753,829102,10743,2018
17,43,4842,13956,189,129215,2014,2018
17,43,4853,115966,5225,1573491,69819,2018
17,45,23,3712,105,5305315,91482,2018
17,45,236,1165,26,2269124,33280,2018
17,45,2361,1028,22,2080214,30798,2018
17,45,237,117,4,83708,977,2018
17,45,2379,90,3,20169,311,2018
17,45,23799,90,3,20169,311,2018
17,45,238,2430,75,2950332,57196,2018
17,45,2381,427,9,445003,7841,2018
17,45,2382,669,19,606835,11151,2018
17,45,23821,201,4,227521,4958,2018
17,45,23822,466,14,333809,5470,2018
17,45,2383,860,26,1033933,22637,2018
17,45,2389,474,21,864170,15560,2018
17,45,484,5264,44,3926136,45561,2018
17,45,4841,5046,42,3794911,43523,2018
17,45,48411,887,12,829102,10743,2018
17,45,4853,21,4,1573491,69819,2018
17,47,23,1937,48,5305315,91482,2018
17,47,236,809,14,2269124,33280,2018
17,47,2361,786,12,2080214,30798,2018
17,47,238,1128,34,2950332,57196,2018
17,47,2381,316,8,445003,7841,2018
17,47,2382,82,6,606835,11151,2018
17,47,23821,30,3,227521,4958,2018
17,47,23822,52,3,333809,5470,2018
17,47,2383,391,9,1033933,22637,2018
17,47,2389,339,11,864170,15560,2018
17,47,484,1951,19,3926136,45561,2018
17,47,4841,1951,19,3794911,43523,2018
17,47,48411,526,9,829102,10743,2018
17,49,23,11558,269,5305315,91482,2018
17,49,236,4464,76,2269124,33280,2018
17,49,2361,3772,63,2080214,30798,2018
17,49,237,121,8,83708,977,2018
17,49,2379,45,3,20169,311,2018
17,49,23799,45,3,20169,311,2018
17,49,238,6973,185,2950332,57196,2018
17,49,2381,1374,22,445003,7841,2018
17,49,2382,897,27,606835,11151,2018
17,49,23821,538,15,227521,4958,2018
17,49,23822,195,10,333809,5470,2018
17,49,2383,2233,72,1033933,22637,2018
17,49,2389,2469,64,864170,15560,2018
17,49,484,8900,74,3926136,45561,2018
17,49,4841,8587,68,3794911,43523,2018
17,49,48411,2528,26,829102,10743,2018
17,49,4842,313,6,129215,2014,2018
17,49,4853,0,0,1573491,69819,2018
17,51,23,6982,162,5305315,91482,2018
17,51,236,2165,48,2269124,33280,2018
17,51,2361,1777,36,2080214,30798,2018
17,51,237,147,6,83708,977,2018
17,51,2373,38,3,5963,145,2018
17,51,23731,38,3,5963,145,2018
17,51,238,4670,108,2950332,57196,2018
17,51,2381,1361,20,445003,7841,2018
17,51,2382,860,15,606835,11151,2018
17,51,23821,155,6,227521,4958,2018
17,51,23822,518,7,333809,5470,2018
17,51,2383,1139,33,1033933,22637,2018
17,51,2389,1310,40,864170,15560,2018
17,51,484,7409,62,3926136,45561,2018
17,51,4841,7137,58,3794911,43523,2018
17,51,48411,830,15,829102,10743,2018
17,51,4842,272,4,129215,2014,2018
17,51,4853,29,6,1573491,69819,2018
17,53,23,6674,142,5305315,91482,2018
17,53,236,1839,42,2269124,33280,2018
17,53,2361,1838,41,2080214,30798,2018
17,53,237,27,3,83708,977,2018
17,53,238,4808,97,2950332,57196,2018
17,53,2381,593,19,445003,7841,2018
17,53,2382,1197,16,606835,11151,2018
17,53,23821,498,8,227521,4958,2018
17,53,23822,696,7,333809,5470,2018
17,53,2383,1568,36,1033933,22637,2018
17,53,2389,1450,26,864170,15560,2018
17,53,484,4155,46,3926136,45561,2018
17,53,4841,4111,45,3794911,43523,2018
17,53,48411,1165,14,829102,10743,2018
17,53,4853,78,10,1573491,69819,2018
17,55,23,14071,293,5305315,91482,2018
17,55,236,5539,99,2269124,33280,2018
17,55,2361,4829,89,2080214,30798,2018
17,55,237,892,10,83708,977,2018
17,55,2379,859,8,20169,311,2018
17,55,23799,859,8,20169,311,2018
17,55,238,7640,184,2950332,57196,2018
17,55,2381,1474,21,445003,7841,2018
17,55,2382,633,24,606835,11151,2018
17,55,23821,274,12,227521,4958,2018
17,55,23822,224,10,333809,5470,2018
17,55,2383,2272,56,1033933,22637,2018
17,55,2389,3261,83,864170,15560,2018
17,55,484,6697,52,3926136,45561,2018
17,55,4841,5968,45,3794911,43523,2018
17,55,48411,1164,13,829102,10743,2018
17,55,4842,729,7,129215,2014,2018
17,55,4853,78,8,1573491,69819,2018
17,57,23,8321,246,5305315,91482,2018
17,57,236,3923,70,2269124,33280,2018
17,57,2361,3415,60,2080214,30798,2018
17,57,237,28,4,83708,977,2018
17,57,2379,23,3,20169,311,2018
17,57,23799,23,3,20169,311,2018
17,57,238,4370,172,2950332,57196,2018
17,57,2381,1105,43,445003,7841,2018
17,57,2382,496,20,606835,11151,2018
17,57,23821,96,9,227521,4958,2018
17,57,23822,400,11,333809,5470,2018
17,57,2383,1586,56,1033933,22637,2018
17,57,2389,1183,53,864170,15560,2018
17,57,484,7047,71,3926136,45561,2018
17,57,4841,6983,69,3794911,43523,2018
17,57,48411,1707,25,829102,10743,2018
17,57,4853,75,5,1573491,69819,2018
17,59,23,2016,47,5305315,91482,2018
17,59,236,997,16,2269124,33280,2018
17,59,2361,997,16,2080214,30798,2018
17,59,238,1014,30,2950332,57196,2018
17,59,2381,249,9,445003,7841,2018
17,59,2382,364,5,606835,11151,2018
