ST,CTY,NAICS,RCPTOT,ESTAB,Total_RCPTOT,Total_ESTAB,Year
42,25,2382,4558,102,682396,12378,2008
42,25,23821,1853,47,266709,5896,2008
42,25,23822,2551,51,372365,5769,2008
42,25,23829,154,4,39187,638,2008
42,25,2383,7423,164,1256163,28474,2008
42,25,2389,9756,144,1193867,22289,2008
42,25,484,11089,113,1695173,15910,2008
42,25,4841,9850,97,1545213,14306,2008
42,25,48411,3781,38,488362,5472,2008
42,25,4842,1239,16,148212,1583,2008
42,25,4853,0,0,149857,4439,2008
42,27,23,56217,980,5691525,98371,2008
42,27,236,21829,280,1812576,22920,2008
42,27,2361,19408,235,1616206,20193,2008
42,27,237,2912,17,147817,1412,2008
42,27,2372,2020,8,84553,461,2008
42,27,23721,2020,8,84553,461,2008
42,27,2373,0,0,4836,107,2008
42,27,23731,0,0,4836,107,2008
42,27,2379,853,8,35237,453,2008
42,27,23799,853,8,35237,453,2008
42,27,238,31476,683,3728732,74006,2008
42,27,2381,3374,78,594696,10815,2008
42,27,2382,7409,109,682396,12378,2008
42,27,23821,2339,59,266709,5896,2008
42,27,23822,3356,42,372365,5769,2008
42,27,23829,1714,8,39187,638,2008
42,27,2383,10590,292,1256163,28474,2008
42,27,2389,10103,204,1193867,22289,2008
42,27,484,17846,159,1695173,15910,2008
42,27,4841,16708,146,1545213,14306,2008
42,27,48411,4184,42,488362,5472,2008
42,27,4842,1138,13,148212,1583,2008
42,27,4853,779,44,149857,4439,2008
42,29,23,338893,4130,5691525,98371,2008
42,29,236,113221,830,1812576,22920,2008
42,29,2361,102603,739,1616206,20193,2008
42,29,237,8175,74,147817,1412,2008
42,29,2371,559,9,5958,130,2008
42,29,2372,4242,28,84553,461,2008
42,29,23721,4242,28,84553,461,2008
42,29,2373,385,8,4836,107,2008
42,29,23731,385,8,4836,107,2008
42,29,2379,2989,29,35237,453,2008
42,29,23799,2989,29,35237,453,2008
42,29,238,217497,3226,3728732,74006,2008
42,29,2381,30555,397,594696,10815,2008
42,29,2382,35976,492,682396,12378,2008
42,29,23821,18264,254,266709,5896,2008
42,29,23822,16406,216,372365,5769,2008
42,29,23829,1306,22,39187,638,2008
42,29,2383,76413,1291,1256163,28474,2008
42,29,2389,74553,1046,1193867,22289,2008
42,29,484,30690,304,1695173,15910,2008
42,29,4841,25934,252,1545213,14306,2008
42,29,48411,12525,138,488362,5472,2008
42,29,4842,4756,52,148212,1583,2008
42,29,4853,2292,75,149857,4439,2008
42,31,23,29409,470,5691525,98371,2008
42,31,236,8298,136,1812576,22920,2008
42,31,2361,7247,117,1616206,20193,2008
42,31,237,271,10,147817,1412,2008
42,31,2371,35,3,5958,130,2008
42,31,2372,0,0,84553,461,2008
42,31,23721,0,0,84553,461,2008
42,31,2373,0,0,4836,107,2008
42,31,23731,0,0,4836,107,2008
42,31,2379,0,0,35237,453,2008
42,31,23799,0,0,35237,453,2008
42,31,238,20840,324,3728732,74006,2008
42,31,2381,2848,47,594696,10815,2008
42,31,2382,2974,54,682396,12378,2008
42,31,23821,1260,29,266709,5896,2008
42,31,23822,1677,22,372365,5769,2008
42,31,23829,37,3,39187,638,2008
42,31,2383,4364,120,1256163,28474,2008
42,31,2389,10654,103,1193867,22289,2008
42,31,484,19933,162,1695173,15910,2008
42,31,4841,17803,138,1545213,14306,2008
42,31,48411,2374,25,488362,5472,2008
42,31,4842,2130,24,148212,1583,2008
42,31,4853,0,0,149857,4439,2008
42,33,23,31791,705,5691525,98371,2008
42,33,236,8796,186,1812576,22920,2008
42,33,2361,7485,164,1616206,20193,2008
42,33,237,285,12,147817,1412,2008
42,33,2371,0,0,5958,130,2008
42,33,2372,0,0,84553,461,2008
42,33,23721,0,0,84553,461,2008
42,33,2379,223,8,35237,453,2008
42,33,23799,223,8,35237,453,2008
42,33,238,22710,507,3728732,74006,2008
42,33,2381,3667,82,594696,10815,2008
42,33,2382,5207,98,682396,12378,2008
42,33,23821,2605,45,266709,5896,2008
42,33,23822,2435,50,372365,5769,2008
42,33,23829,0,0,39187,638,2008
42,33,2383,4268,147,1256163,28474,2008
42,33,2389,9568,180,1193867,22289,2008
42,33,484,31677,286,1695173,15910,2008
42,33,4841,29582,275,1545213,14306,2008
42,33,48411,10993,105,488362,5472,2008
42,33,4842,2095,11,148212,1583,2008
42,33,4853,0,0,149857,4439,2008
42,35,23,17992,298,5691525,98371,2008
42,35,236,3837,77,1812576,22920,2008
42,35,2361,3702,67,1616206,20193,2008
42,35,237,580,12,147817,1412,2008
42,35,2371,0,0,5958,130,2008
42,35,2372,356,6,84553,461,2008
42,35,23721,356,6,84553,461,2008
42,35,2373,0,0,4836,107,2008
42,35,23731,0,0,4836,107,2008
42,35,2379,0,0,35237,453,2008
42,35,23799,0,0,35237,453,2008
42,35,238,13575,209,3728732,74006,2008
42,35,2381,1649,29,594696,10815,2008
42,35,2382,0,0,682396,12378,2008
42,35,23821,313,11,266709,5896,2008
42,35,23822,196,12,372365,5769,2008
42,35,23829,0,0,39187,638,2008
42,35,2383,5276,94,1256163,28474,2008
42,35,2389,6098,62,1193867,22289,2008
42,35,484,6313,65,1695173,15910,2008
42,35,4841,5495,58,1545213,14306,2008
42,35,48411,993,14,488362,5472,2008
42,35,4842,818,7,148212,1583,2008
42,35,4853,455,15,149857,4439,2008
42,37,23,27923,529,5691525,98371,2008
42,37,236,10240,137,1812576,22920,2008
42,37,2361,8694,124,1616206,20193,2008
42,37,237,673,10,147817,1412,2008
42,37,2371,0,0,5958,130,2008
42,37,2372,0,0,84553,461,2008
42,37,23721,0,0,84553,461,2008
42,37,2379,478,6,35237,453,2008
42,37,23799,478,6,35237,453,2008
42,37,238,17010,382,3728732,74006,2008
42,37,2381,3664,65,594696,10815,2008
42,37,2382,3614,60,682396,12378,2008
42,37,23821,1411,34,266709,5896,2008
42,37,23822,1393,23,372365,5769,2008
42,37,23829,0,0,39187,638,2008
42,37,2383,5846,162,1256163,28474,2008
42,37,2389,3886,95,1193867,22289,2008
42,37,484,14388,128,1695173,15910,2008
42,37,4841,12381,117,1545213,14306,2008
42,37,48411,2103,26,488362,5472,2008
42,37,4842,2007,11,148212,1583,2008
42,37,4853,0,0,149857,4439,2008
42,39,23,50678,998,5691525,98371,2008
42,39,236,20413,303,1812576,22920,2008
42,39,2361,17973,276,1616206,20193,2008
42,39,237,1040,19,147817,1412,2008
42,39,2371,0,0,5958,130,2008
42,39,2372,0,0,84553,461,2008
42,39,23721,0,0,84553,461,2008
42,39,2373,263,3,4836,107,2008
42,39,23731,263,3,4836,107,2008
42,39,2379,0,0,35237,453,2008
42,39,23799,0,0,35237,453,2008
42,39,238,29225,676,3728732,74006,2008
42,39,2381,6199,136,594696,10815,2008
42,39,2382,4176,91,682396,12378,2008
42,39,23821,1568,44,266709,5896,2008
42,39,23822,2466,37,372365,5769,2008
42,39,23829,142,10,39187,638,2008
42,39,2383,6638,203,1256163,28474,2008
42,39,2389,12212,246,1193867,22289,2008
42,39,484,17740,207,1695173,15910,2008
42,39,4841,16195,187,1545213,14306,2008
42,39,48411,3591,62,488362,5472,2008
42,39,4842,1545,20,148212,1583,2008
42,39,4853,0,0,149857,4439,2008
42,41,23,119940,1808,5691525,98371,2008
42,41,236,52497,481,1812576,22920,2008
42,41,2361,49831,437,1616206,20193,2008
42,41,237,3301,21,147817,1412,2008
42,41,2372,3156,13,84553,461,2008
42,41,23721,3156,13,84553,461,2008
42,41,2373,0,0,4836,107,2008
42,41,23731,0,0,4836,107,2008
42,41,2379,143,6,35237,453,2008
42,41,23799,143,6,35237,453,2008
42,41,238,64142,1306,3728732,74006,2008
42,41,2381,11100,192,594696,10815,2008
42,41,2382,11998,204,682396,12378,2008
42,41,23821,3755,97,266709,5896,2008
42,41,23822,6816,96,372365,5769,2008
42,41,23829,1427,11,39187,638,2008
42,41,2383,22382,526,1256163,28474,2008
42,41,2389,18662,384,1193867,22289,2008
42,41,484,36520,327,1695173,15910,2008
42,41,4841,33719,305,1545213,14306,2008
42,41,48411,9885,120,488362,5472,2008
42,41,4842,2801,22,148212,1583,2008
42,41,4853,301,19,149857,4439,2008
42,43,23,85944,1632,5691525,98371,2008
42,43,236,29510,376,1812576,22920,2008
42,43,2361,24503,329,1616206,20193,2008
42,43,237,1981,19,147817,1412,2008
42,43,2371,257,3,5958,130,2008
42,43,2372,1338,10,84553,461,2008
42,43,23721,1338,10,84553,461,2008
42,43,2373,0,0,4836,107,2008
42,43,23731,0,0,4836,107,2008
42,43,2379,382,5,35237,453,2008
42,43,23799,382,5,35237,453,2008
42,43,238,54453,1237,3728732,74006,2008
42,43,2381,7290,151,594696,10815,2008
42,43,2382,8557,192,682396,12378,2008
42,43,23821,4029,97,266709,5896,2008
42,43,23822,4306,85,372365,5769,2008
42,43,23829,222,10,39187,638,2008
42,43,2383,22199,516,1256163,28474,2008
42,43,2389,16407,378,1193867,22289,2008
42,43,484,26002,263,1695173,15910,2008
42,43,4841,22660,237,1545213,14306,2008
42,43,48411,6594,93,488362,5472,2008
42,43,4842,3342,26,148212,1583,2008
42,43,4853,1724,79,149857,4439,2008
42,45,23,283625,4068,5691525,98371,2008
42,45,236,87556,836,1812576,22920,2008
42,45,2361,78647,713,1616206,20193,2008
42,45,237,2531,40,147817,1412,2008
42,45,2371,223,7,5958,130,2008
42,45,2372,1116,13,84553,461,2008
42,45,23721,1116,13,84553,461,2008
42,45,2373,269,7,4836,107,2008
42,45,23731,269,7,4836,107,2008
42,45,2379,923,13,35237,453,2008
42,45,23799,923,13,35237,453,2008
42,45,238,193538,3192,3728732,74006,2008
42,45,2381,27945,373,594696,10815,2008
42,45,2382,38621,654,682396,12378,2008
42,45,23821,14010,325,266709,5896,2008
42,45,23822,23567,311,372365,5769,2008
42,45,23829,1044,18,39187,638,2008
42,45,2383,77199,1392,1256163,28474,2008
42,45,2389,49773,773,1193867,22289,2008
42,45,484,27851,283,1695173,15910,2008
42,45,4841,22764,242,1545213,14306,2008
42,45,48411,8584,119,488362,5472,2008
42,45,4842,5087,41,148212,1583,2008
42,45,4853,31733,864,149857,4439,2008
42,47,23,8611,215,5691525,98371,2008
42,47,236,2729,54,1812576,22920,2008
42,47,2361,2700,50,1616206,20193,2008
42,47,237,0,0,147817,1412,2008
42,47,2371,0,0,5958,130,2008
42,47,2372,0,0,84553,461,2008
42,47,23721,0,0,84553,461,2008
42,47,2379,0,0,35237,453,2008
42,47,23799,0,0,35237,453,2008
42,47,238,5794,158,3728732,74006,2008
42,47,2381,920,27,594696,10815,2008
42,47,2382,965,28,682396,12378,2008
42,47,23821,589,17,266709,5896,2008
42,47,23822,331,9,372365,5769,2008
42,47,23829,0,0,39187,638,2008
42,47,2383,2325,47,1256163,28474,2008
42,47,2389,1584,56,1193867,22289,2008
42,47,484,5598,46,1695173,15910,2008
42,47,4841,5404,42,1545213,14306,2008
42,47,48411,1808,21,488362,5472,2008
42,47,4842,194,4,148212,1583,2008
42,47,4853,0,0,149857,4439,2008
42,49,23,94398,1950,5691525,98371,2008
42,49,236,36703,558,1812576,22920,2008
42,49,2361,31488,477,1616206,20193,2008
42,49,237,3583,37,147817,1412,2008
42,49,2371,0,0,5958,130,2008
42,49,2372,1905,13,84553,461,2008
42,49,23721,1905,13,84553,461,2008
42,49,2373,176,5,4836,107,2008
42,49,23731,176,5,4836,107,2008
42,49,2379,1369,15,35237,453,2008
42,49,23799,1369,15,35237,453,2008
42,49,238,54112,1355,3728732,74006,2008
42,49,2381,8718,221,594696,10815,2008
42,49,2382,11698,204,682396,12378,2008
42,49,23821,4006,92,266709,5896,2008
42,49,23822,7479,100,372365,5769,2008
42,49,23829,213,12,39187,638,2008
42,49,2383,16740,513,1256163,28474,2008
42,49,2389,16956,417,1193867,22289,2008
42,49,484,29986,331,1695173,15910,2008
42,49,4841,26634,295,1545213,14306,2008
42,49,48411,4955,88,488362,5472,2008
42,49,4842,3352,36,148212,1583,2008
42,49,4853,1601,30,149857,4439,2008
42,51,23,51039,1075,5691525,98371,2008
42,51,236,15369,290,1812576,22920,2008
42,51,2361,14200,255,1616206,20193,2008
42,51,237,1238,29,147817,1412,2008
42,51,2371,266,9,5958,130,2008
42,51,2372,502,7,84553,461,2008
42,51,23721,502,7,84553,461,2008
42,51,2373,0,0,4836,107,2008
42,51,23731,0,0,4836,107,2008
42,51,2379,336,11,35237,453,2008
42,51,23799,336,11,35237,453,2008
42,51,238,34432,756,3728732,74006,2008
42,51,2381,5272,114,594696,10815,2008
42,51,2382,5735,139,682396,12378,2008
42,51,23821,2397,65,266709,5896,2008
42,51,23822,3165,66,372365,5769,2008
42,51,23829,0,0,39187,638,2008
42,51,2383,9446,259,1256163,28474,2008
42,51,2389,13979,244,1193867,22289,2008
42,51,484,25720,253,1695173,15910,2008
42,51,4841,23937,233,1545213,14306,2008
42,51,48411,7021,89,488362,5472,2008
42,51,4842,1783,20,148212,1583,2008
42,51,4853,0,0,149857,4439,2008
42,53,23,1381,42,5691525,98371,2008
42,53,236,407,11,1812576,22920,2008
42,53,2361,407,11,1616206,20193,2008
42,53,237,0,0,147817,1412,2008
42,53,2371,0,0,5958,130,2008
42,53,2379,0,0,35237,453,2008
42,53,23799,0,0,35237,453,2008
42,53,238,804,28,3728732,74006,2008
42,53,2381,133,4,594696,10815,2008
42,53,2382,0,0,682396,12378,2008
42,53,23821,0,0,266709,5896,2008
42,53,23822,0,0,372365,5769,2008
42,53,2383,0,0,1256163,28474,2008
42,53,2389,429,13,1193867,22289,2008
42,53,484,1030,18,1695173,15910,2008
42,53,4841,1008,17,1545213,14306,2008
42,53,48411,375,6,488362,5472,2008
42,53,4842,0,0,148212,1583,2008
42,55,23,83943,1413,5691525,98371,2008
42,55,236,32931,396,1812576,22920,2008
42,55,2361,30272,349,1616206,20193,2008
42,55,237,1692,14,147817,1412,2008
42,55,2371,0,0,5958,130,2008
42,55,2372,1526,8,84553,461,2008
42,55,23721,1526,8,84553,461,2008
42,55,2379,0,0,35237,453,2008
42,55,23799,0,0,35237,453,2008
42,55,238,49320,1003,3728732,74006,2008
42,55,2381,9417,206,594696,10815,2008
42,55,2382,7978,160,682396,12378,2008
42,55,23821,3078,70,266709,5896,2008
42,55,23822,4471,82,372365,5769,2008
42,55,23829,429,8,39187,638,2008
42,55,2383,14609,349,1256163,28474,2008
42,55,2389,17316,288,1193867,22289,2008
42,55,484,40618,274,1695173,15910,2008
42,55,4841,37288,239,1545213,14306,2008
42,55,48411,16606,97,488362,5472,2008
42,55,4842,3330,35,148212,1583,2008
42,55,4853,181,11,149857,4439,2008
42,57,23,11713,208,5691525,98371,2008
42,57,236,4414,72,1812576,22920,2008
42,57,2361,2562,62,1616206,20193,2008
42,57,237,0,0,147817,1412,2008
42,57,2371,0,0,5958,130,2008
42,57,2372,0,0,84553,461,2008
42,57,23721,0,0,84553,461,2008
42,57,2373,0,0,4836,107,2008
42,57,23731,0,0,4836,107,2008
42,57,2379,0,0,35237,453,2008
42,57,23799,0,0,35237,453,2008
42,57,238,6935,131,3728732,74006,2008
42,57,2381,1076,21,594696,10815,2008
42,57,2382,1600,18,682396,12378,2008
42,57,23821,568,10,266709,5896,2008
42,57,23822,0,0,372365,5769,2008
42,57,23829,0,0,39187,638,2008
42,57,2383,2536,47,1256163,28474,2008
42,57,2389,1723,45,1193867,22289,2008
42,57,484,5061,60,1695173,15910,2008
42,57,4841,4711,54,1545213,14306,2008
42,57,48411,984,11,488362,5472,2008
42,57,4842,350,6,148212,1583,2008
42,57,4853,24,3,149857,4439,2008
42,59,23,12244,279,5691525,98371,2008
42,59,236,3737,83,1812576,22920,2008
42,59,2361,3288,72,1616206,20193,2008
42,59,237,305,5,147817,1412,2008
42,59,2379,305,5,35237,453,2008
42,59,23799,305,5,35237,453,2008
42,59,238,8202,191,3728732,74006,2008
42,59,2381,1296,35,594696,10815,2008
42,59,2382,1497,33,682396,12378,2008
42,59,23821,1090,20,266709,5896,2008
42,59,23822,343,9,372365,5769,2008
42,59,23829,64,4,39187,638,2008
42,59,2383,2100,53,1256163,28474,2008
42,59,2389,3309,70,1193867,22289,2008
42,59,484,4318,42,1695173,15910,2008
42,59,4841,4103,34,1545213,14306,2008
42,59,48411,1006,12,488362,5472,2008
42,59,4842,215,8,148212,1583,2008
42,59,4853,0,0,149857,4439,2008
42,61,23,24518,464,5691525,98371,2008
42,61,236,9965,148,1812576,22920,2008
42,61,2361,9096,126,1616206,20193,2008
42,61,237,1418,11,147817,1412,2008
42,61,2371,0,0,5958,130,2008
42,61,2372,0,0,84553,461,2008
42,61,23721,0,0,84553,461,2008
42,61,2373,0,0,4836,107,2008
42,61,23731,0,0,4836,107,2008
42,61,2379,0,0,35237,453,2008
42,61,23799,0,0,35237,453,2008
42,61,238,13135,305,3728732,74006,2008
42,61,2381,2475,47,594696,10815,2008
42,61,2382,2084,42,682396,12378,2008
42,61,23821,0,0,266709,5896,2008
42,61,23822,1430,16,372365,5769,2008
42,61,23829,0,0,39187,638,2008
42,61,2383,3462,112,1256163,28474,2008
42,61,2389,5114,104,1193867,22289,2008
42,61,484,13579,142,1695173,15910,2008
42,61,4841,12610,133,1545213,14306,2008
42,61,48411,3281,45,488362,5472,2008
42,61,4842,969,9,148212,1583,2008
42,61,4853,0,0,149857,4439,2008
42,63,23,30430,820,5691525,98371,2008
42,63,236,7157,122,1812576,22920,2008
42,63,2361,6072,108,1616206,20193,2008
42,63,237,488,17,147817,1412,2008
42,63,2371,18,3,5958,130,2008
42,63,2372,106,6,84553,461,2008
42,63,23721,106,6,84553,461,2008
42,63,2373,0,0,4836,107,2008
42,63,23731,0,0,4836,107,2008
42,63,2379,124,6,35237,453,2008
42,63,23799,124,6,35237,453,2008
42,63,238,22785,681,3728732,74006,2008
42,63,2381,3254,103,594696,10815,2008
42,63,2382,4267,98,682396,12378,2008
42,63,23821,1965,50,266709,5896,2008
42,63,23822,2280,45,372365,5769,2008
42,63,23829,0,0,39187,638,2008
42,63,2383,7230,232,1256163,28474,2008
42,63,2389,8034,248,1193867,22289,2008
42,63,484,18255,177,1695173,15910,2008
42,63,4841,17497,166,1545213,14306,2008
42,63,48411,7144,72,488362,5472,2008
42,63,4842,758,11,148212,1583,2008
42,63,4853,138,6,149857,4439,2008
42,65,23,23812,576,5691525,98371,2008
42,65,236,7659,138,1812576,22920,2008
42,65,2361,7292,129,1616206,20193,2008
42,65,237,599,8,147817,1412,2008
42,65,2371,0,0,5958,130,2008
42,65,2372,0,0,84553,461,2008
42,65,23721,0,0,84553,461,2008
42,65,2379,276,4,35237,453,2008
42,65,23799,276,4,35237,453,2008
42,65,238,15554,430,3728732,74006,2008
42,65,2381,2751,67,594696,10815,2008
42,65,2382,2615,51,682396,12378,2008
42,65,23821,507,19,266709,5896,2008
42,65,23822,2108,32,372365,5769,2008
42,65,2383,5015,157,1256163,28474,2008
42,65,2389,5173,155,1193867,22289,2008
42,65,484,18853,160,1695173,15910,2008
42,65,4841,18103,149,1545213,14306,2008
42,65,48411,5558,47,488362,5472,2008
42,65,4842,750,11,148212,1583,2008
42,65,4853,38,7,149857,4439,2008
42,67,23,17749,281,5691525,98371,2008
42,67,236,7711,85,1812576,22920,2008
42,67,2361,7250,71,1616206,20193,2008
42,67,237,300,5,147817,1412,2008
42,67,2372,0,0,84553,461,2008
42,67,23721,0,0,84553,461,2008
42,67,2373,0,0,4836,107,2008
42,67,23731,0,0,4836,107,2008
42,67,2379,0,0,35237,453,2008
42,67,23799,0,0,35237,453,2008
42,67,238,9738,191,3728732,74006,2008
42,67,2381,1707,36,594696,10815,2008
42,67,2382,1961,26,682396,12378,2008
42,67,23821,476,9,266709,5896,2008
42,67,23822,1485,17,372365,5769,2008
42,67,2383,2847,59,1256163,28474,2008
42,67,2389,3223,70,1193867,22289,2008
42,67,484,9207,96,1695173,15910,2008
42,67,4841,8621,86,1545213,14306,2008
42,67,48411,2187,36,488362,5472,2008
42,67,4842,0,0,148212,1583,2008
42,67,4853,0,0,149857,4439,2008
42,69,23,91115,1512,5691525,98371,2008
42,69,236,31574,396,1812576,22920,2008
42,69,2361,28426,357,1616206,20193,2008
42,69,237,2572,24,147817,1412,2008
42,69,2371,0,0,5958,130,2008
42,69,2372,1309,13,84553,461,2008
42,69,23721,1309,13,84553,461,2008
42,69,2373,0,0,4836,107,2008
42,69,23731,0,0,4836,107,2008
42,69,2379,0,0,35237,453,2008
42,69,23799,0,0,35237,453,2008
42,69,238,56969,1092,3728732,74006,2008
42,69,2381,8260,163,594696,10815,2008
42,69,2382,13971,226,682396,12378,2008
42,69,23821,4779,95,266709,5896,2008
42,69,23822,7886,118,372365,5769,2008
42,69,23829,1306,13,39187,638,2008
42,69,2383,19254,407,1256163,28474,2008
42,69,2389,15484,296,1193867,22289,2008
42,69,484,26215,246,1695173,15910,2008
42,69,4841,24374,227,1545213,14306,2008
42,69,48411,6955,73,488362,5472,2008
42,69,4842,1841,19,148212,1583,2008
42,69,4853,520,23,149857,4439,2008
42,71,23,376747,5537,5691525,98371,2008
42,71,236,108787,970,1812576,22920,2008
42,71,2361,97882,836,1616206,20193,2008
42,71,237,23425,83,147817,1412,2008
42,71,2371,0,0,5958,130,2008
42,71,2372,19804,59,84553,461,2008
42,71,23721,19804,59,84553,461,2008
42,71,2373,0,0,4836,107,2008
42,71,23731,0,0,4836,107,2008
42,71,2379,2565,15,35237,453,2008
42,71,23799,2565,15,35237,453,2008
42,71,238,244535,4484,3728732,74006,2008
42,71,2381,56011,751,594696,10815,2008
42,71,2382,35132,616,682396,12378,2008
42,71,23821,15217,332,266709,5896,2008
42,71,23822,17969,256,372365,5769,2008
42,71,23829,1946,28,39187,638,2008
42,71,2383,79361,1833,1256163,28474,2008
42,71,2389,74031,1284,1193867,22289,2008
42,71,484,123983,1064,1695173,15910,2008
42,71,4841,112681,947,1545213,14306,2008
42,71,48411,37706,417,488362,5472,2008
42,71,4842,11302,117,148212,1583,2008
42,71,4853,4936,200,149857,4439,2008
42,73,23,39184,831,5691525,98371,2008
42,73,236,14043,176,1812576,22920,2008
42,73,2361,10019,148,1616206,20193,2008
42,73,237,555,11,147817,1412,2008
42,73,2371,0,0,5958,130,2008
42,73,2372,0,0,84553,461,2008
42,73,23721,0,0,84553,461,2008
42,73,2373,0,0,4836,107,2008
42,73,23731,0,0,4836,107,2008
42,73,2379,493,6,35237,453,2008
42,73,23799,493,6,35237,453,2008
42,73,238,24586,644,3728732,74006,2008
42,73,2381,4542,123,594696,10815,2008
42,73,2382,4871,83,682396,12378,2008
42,73,23821,2155,49,266709,5896,2008
42,73,23822,2619,32,372365,5769,2008
42,73,23829,0,0,39187,638,2008
42,73,2383,5488,193,1256163,28474,2008
42,73,2389,9685,245,1193867,22289,2008
42,73,484,11715,143,1695173,15910,2008
42,73,4841,10143,125,1545213,14306,2008
42,73,48411,4789,61,488362,5472,2008
42,73,4842,1572,18,148212,1583,2008
42,73,4853,64,6,149857,4439,2008
42,75,23,63251,1071,5691525,98371,2008
42,75,236,21836,226,1812576,22920,2008
42,75,2361,19283,199,1616206,20193,2008
42,75,237,1068,10,147817,1412,2008
42,75,2371,0,0,5958,130,2008
42,75,2372,0,0,84553,461,2008
42,75,23721,0,0,84553,461,2008
42,75,2373,0,0,4836,107,2008
42,75,23731,0,0,4836,107,2008
42,75,2379,0,0,35237,453,2008
42,75,23799,0,0,35237,453,2008
42,75,238,40347,835,3728732,74006,2008
42,75,2381,6436,137,594696,10815,2008
42,75,2382,7244,125,682396,12378,2008
42,75,23821,4002,63,266709,5896,2008
42,75,23822,3166,57,372365,5769,2008
42,75,23829,0,0,39187,638,2008
42,75,2383,11482,314,1256163,28474,2008
42,75,2389,15185,259,1193867,22289,2008
42,75,484,29641,254,1695173,15910,2008
42,75,4841,27591,230,1545213,14306,2008
42,75,48411,7286,95,488362,5472,2008
42,75,4842,2050,24,148212,1583,2008
42,75,4853,551,18,149857,4439,2008
42,77,23,132085,2416,5691525,98371,2008
42,77,236,37223,524,1812576,22920,2008
42,77,2361,34164,451,1616206,20193,2008
42,77,237,3888,26,147817,1412,2008
42,77,2371,43,4,5958,130,2008
42,77,2372,3494,15,84553,461,2008
42,77,23721,3494,15,84553,461,2008
42,77,2373,0,0,4836,107,2008
42,77,23731,0,0,4836,107,2008
42,77,2379,0,0,35237,453,2008
42,77,23799,0,0,35237,453,2008
42,77,238,90974,1866,3728732,74006,2008
42,77,2381,13075,257,594696,10815,2008
42,77,2382,15119,286,682396,12378,2008
42,77,23821,5978,143,266709,5896,2008
42,77,23822,7825,122,372365,5769,2008
42,77,23829,1316,21,39187,638,2008
42,77,2383,30145,767,1256163,28474,2008
42,77,2389,32635,556,1193867,22289,2008
42,77,484,39640,410,1695173,15910,2008
42,77,4841,35027,368,1545213,14306,2008
42,77,48411,11044,156,488362,5472,2008
42,77,4842,4613,42,148212,1583,2008
42,77,4853,3074,117,149857,4439,2008
42,79,23,117812,2084,5691525,98371,2008
42,79,236,45100,528,1812576,22920,2008
42,79,2361,41431,471,1616206,20193,2008
42,79,237,5265,44,147817,1412,2008
42,79,2371,23,3,5958,130,2008
42,79,2372,1551,12,84553,461,2008
42,79,23721,1551,12,84553,461,2008
42,79,2373,474,8,4836,107,2008
42,79,23731,474,8,4836,107,2008
42,79,2379,3217,21,35237,453,2008
42,79,23799,3217,21,35237,453,2008
42,79,238,67447,1512,3728732,74006,2008
42,79,2381,12476,214,594696,10815,2008
42,79,2382,17081,326,682396,12378,2008
42,79,23821,7385,145,266709,5896,2008
42,79,23822,8857,168,372365,5769,2008
42,79,23829,839,13,39187,638,2008
42,79,2383,20117,553,1256163,28474,2008
42,79,2389,17773,419,1193867,22289,2008
42,79,484,49546,416,1695173,15910,2008
42,79,4841,46224,390,1545213,14306,2008
42,79,48411,9886,107,488362,5472,2008
42,79,4842,3322,26,148212,1583,2008
42,79,4853,830,45,149857,4439,2008
42,81,23,44931,1018,5691525,98371,2008
42,81,236,13962,254,1812576,22920,2008
42,81,2361,12323,222,1616206,20193,2008
42,81,237,1080,16,147817,1412,2008
42,81,2371,0,0,5958,130,2008
42,81,2372,361,5,84553,461,2008
42,81,23721,361,5,84553,461,2008
42,81,2373,0,0,4836,107,2008
42,81,23731,0,0,4836,107,2008
42,81,2379,643,7,35237,453,2008
42,81,23799,643,7,35237,453,2008
42,81,238,29889,748,3728732,74006,2008
42,81,2381,3491,96,594696,10815,2008
42,81,2382,4992,106,682396,12378,2008
42,81,23821,2515,51,266709,5896,2008
42,81,23822,2319,49,372365,5769,2008
42,81,23829,158,6,39187,638,2008
42,81,2383,13657,345,1256163,28474,2008
42,81,2389,7749,201,1193867,22289,2008
42,81,484,32627,228,1695173,15910,2008
42,81,4841,30853,199,1545213,14306,2008
42,81,48411,7567,61,488362,5472,2008
42,81,4842,1774,29,148212,1583,2008
42,81,4853,119,6,149857,4439,2008
42,83,23,13674,320,5691525,98371,2008
42,83,236,3044,62,1812576,22920,2008
42,83,2361,2822,54,1616206,20193,2008
42,83,237,0,0,147817,1412,2008
42,83,2379,0,0,35237,453,2008
42,83,23799,0,0,35237,453,2008
42,83,238,10171,253,3728732,74006,2008
42,83,2381,1439,36,594696,10815,2008
42,83,2382,1958,27,682396,12378,2008
42,83,23821,995,10,266709,5896,2008
42,83,23822,912,16,372365,5769,2008
42,83,23829,0,0,39187,638,2008
42,83,2383,2990,85,1256163,28474,2008
42,83,2389,3784,105,1193867,22289,2008
42,83,484,9134,79,1695173,15910,2008
42,83,4841,8350,70,1545213,14306,2008
42,83,48411,2860,26,488362,5472,2008
42,83,4842,784,9,148212,1583,2008
42,83,4853,0,0,149857,4439,2008
42,85,23,49314,1076,5691525,98371,2008
42,85,236,15413,254,1812576,22920,2008
42,85,2361,12109,221,1616206,20193,2008
