"ST","CTY","NAICS","Total_RCPTOT","Total_ESTAB","Year"
30,45,"238",404062,7787,2015
30,45,"2381",74811,1162,2015
30,45,"2383",133776,2987,2015
30,45,"2389",141637,2700,2015
30,45,"484",184847,1714,2015
30,45,"4841",166334,1507,2015
30,45,"48411",44557,543,2015
30,45,"4842",14365,165,2015
30,47,"23",759396,12196,2015
30,47,"236",327534,4128,2015
30,47,"2361",297416,3783,2015
30,47,"237",23610,231,2015
30,47,"2371",979,14,2015
30,47,"2372",8370,40,2015
30,47,"23721",8370,40,2015
30,47,"2373",2521,14,2015
30,47,"23731",2521,14,2015
30,47,"2379",6346,98,2015
30,47,"23799",6346,98,2015
30,47,"238",404062,7787,2015
30,47,"2381",74811,1162,2015
30,47,"2382",50620,876,2015
30,47,"23821",19242,387,2015
30,47,"23822",23949,345,2015
30,47,"23829",4152,69,2015
30,47,"2383",133776,2987,2015
30,47,"2389",141637,2700,2015
30,47,"484",184847,1714,2015
30,47,"4841",166334,1507,2015
30,47,"48411",44557,543,2015
30,47,"4842",14365,165,2015
30,47,"4853",444,35,2015
30,49,"23",759396,12196,2015
30,49,"236",327534,4128,2015
30,49,"2361",297416,3783,2015
30,49,"237",23610,231,2015
30,49,"2371",979,14,2015
30,49,"2372",8370,40,2015
30,49,"23721",8370,40,2015
30,49,"2373",2521,14,2015
30,49,"23731",2521,14,2015
30,49,"2379",6346,98,2015
30,49,"23799",6346,98,2015
30,49,"238",404062,7787,2015
30,49,"2381",74811,1162,2015
30,49,"2382",50620,876,2015
30,49,"23821",19242,387,2015
30,49,"23822",23949,345,2015
30,49,"23829",4152,69,2015
30,49,"2383",133776,2987,2015
30,49,"2389",141637,2700,2015
30,49,"484",184847,1714,2015
30,49,"4841",166334,1507,2015
30,49,"48411",44557,543,2015
30,49,"4842",14365,165,2015
30,49,"4853",444,35,2015
30,51,"23",759396,12196,2015
30,51,"236",327534,4128,2015
30,51,"2361",297416,3783,2015
30,51,"238",404062,7787,2015
30,51,"2382",50620,876,2015
30,51,"23821",19242,387,2015
30,51,"2383",133776,2987,2015
30,51,"2389",141637,2700,2015
30,51,"484",184847,1714,2015
30,51,"4841",166334,1507,2015
30,51,"48411",44557,543,2015
30,53,"23",759396,12196,2015
30,53,"236",327534,4128,2015
30,53,"2361",297416,3783,2015
30,53,"237",23610,231,2015
30,53,"2371",979,14,2015
30,53,"2372",8370,40,2015
30,53,"23721",8370,40,2015
30,53,"2373",2521,14,2015
30,53,"23731",2521,14,2015
30,53,"2379",6346,98,2015
30,53,"23799",6346,98,2015
30,53,"238",404062,7787,2015
30,53,"2381",74811,1162,2015
30,53,"2382",50620,876,2015
30,53,"23821",19242,387,2015
30,53,"23822",23949,345,2015
30,53,"23829",4152,69,2015
30,53,"2383",133776,2987,2015
30,53,"2389",141637,2700,2015
30,53,"484",184847,1714,2015
30,53,"4841",166334,1507,2015
30,53,"48411",44557,543,2015
30,53,"4842",14365,165,2015
30,53,"4853",444,35,2015
30,55,"23",759396,12196,2015
30,55,"236",327534,4128,2015
30,55,"2361",297416,3783,2015
30,55,"237",23610,231,2015
30,55,"2371",979,14,2015
30,55,"238",404062,7787,2015
30,55,"2381",74811,1162,2015
30,55,"2382",50620,876,2015
30,55,"23821",19242,387,2015
30,55,"23822",23949,345,2015
30,55,"2383",133776,2987,2015
30,55,"2389",141637,2700,2015
30,55,"484",184847,1714,2015
30,55,"4841",166334,1507,2015
30,55,"48411",44557,543,2015
30,57,"23",759396,12196,2015
30,57,"236",327534,4128,2015
30,57,"2361",297416,3783,2015
30,57,"237",23610,231,2015
30,57,"2372",8370,40,2015
30,57,"23721",8370,40,2015
30,57,"2379",6346,98,2015
30,57,"23799",6346,98,2015
30,57,"238",404062,7787,2015
30,57,"2381",74811,1162,2015
30,57,"2382",50620,876,2015
30,57,"23821",19242,387,2015
30,57,"23822",23949,345,2015
30,57,"2383",133776,2987,2015
30,57,"2389",141637,2700,2015
30,57,"484",184847,1714,2015
30,57,"4841",166334,1507,2015
30,57,"48411",44557,543,2015
30,57,"4842",14365,165,2015
30,57,"4853",444,35,2015
30,59,"23",759396,12196,2015
30,59,"236",327534,4128,2015
30,59,"2361",297416,3783,2015
30,59,"238",404062,7787,2015
30,59,"2381",74811,1162,2015
30,59,"2382",50620,876,2015
30,59,"23821",19242,387,2015
30,59,"23822",23949,345,2015
30,59,"2383",133776,2987,2015
30,59,"2389",141637,2700,2015
30,59,"484",184847,1714,2015
30,59,"4841",166334,1507,2015
30,59,"48411",44557,543,2015
30,59,"4842",14365,165,2015
30,61,"23",759396,12196,2015
30,61,"236",327534,4128,2015
30,61,"2361",297416,3783,2015
30,61,"237",23610,231,2015
30,61,"2379",6346,98,2015
30,61,"23799",6346,98,2015
30,61,"238",404062,7787,2015
30,61,"2381",74811,1162,2015
30,61,"2382",50620,876,2015
30,61,"23821",19242,387,2015
30,61,"23822",23949,345,2015
30,61,"23829",4152,69,2015
30,61,"2383",133776,2987,2015
30,61,"2389",141637,2700,2015
30,61,"484",184847,1714,2015
30,61,"4841",166334,1507,2015
30,61,"48411",44557,543,2015
30,63,"23",759396,12196,2015
30,63,"236",327534,4128,2015
30,63,"2361",297416,3783,2015
30,63,"237",23610,231,2015
30,63,"2371",979,14,2015
30,63,"2372",8370,40,2015
30,63,"23721",8370,40,2015
30,63,"2373",2521,14,2015
30,63,"23731",2521,14,2015
30,63,"2379",6346,98,2015
30,63,"23799",6346,98,2015
30,63,"238",404062,7787,2015
30,63,"2381",74811,1162,2015
30,63,"2382",50620,876,2015
30,63,"23821",19242,387,2015
30,63,"23822",23949,345,2015
30,63,"23829",4152,69,2015
30,63,"2383",133776,2987,2015
30,63,"2389",141637,2700,2015
30,63,"484",184847,1714,2015
30,63,"4841",166334,1507,2015
30,63,"48411",44557,543,2015
30,63,"4842",14365,165,2015
30,63,"4853",444,35,2015
30,65,"23",759396,12196,2015
30,65,"236",327534,4128,2015
30,65,"2361",297416,3783,2015
30,65,"238",404062,7787,2015
30,65,"2381",74811,1162,2015
30,65,"2382",50620,876,2015
30,65,"23821",19242,387,2015
30,65,"23822",23949,345,2015
30,65,"2383",133776,2987,2015
30,65,"2389",141637,2700,2015
30,65,"484",184847,1714,2015
30,65,"4841",166334,1507,2015
30,65,"48411",44557,543,2015
30,65,"4842",14365,165,2015
30,67,"23",759396,12196,2015
30,67,"236",327534,4128,2015
30,67,"2361",297416,3783,2015
30,67,"237",23610,231,2015
30,67,"2372",8370,40,2015
30,67,"23721",8370,40,2015
30,67,"2373",2521,14,2015
30,67,"23731",2521,14,2015
30,67,"2379",6346,98,2015
30,67,"23799",6346,98,2015
30,67,"238",404062,7787,2015
30,67,"2381",74811,1162,2015
30,67,"2382",50620,876,2015
30,67,"23821",19242,387,2015
30,67,"23822",23949,345,2015
30,67,"23829",4152,69,2015
30,67,"2383",133776,2987,2015
30,67,"2389",141637,2700,2015
30,67,"484",184847,1714,2015
30,67,"4841",166334,1507,2015
30,67,"48411",44557,543,2015
30,67,"4842",14365,165,2015
30,67,"4853",444,35,2015
30,69,"23",759396,12196,2015
30,69,"236",327534,4128,2015
30,69,"2361",297416,3783,2015
30,69,"237",23610,231,2015
30,69,"2379",6346,98,2015
30,69,"23799",6346,98,2015
30,69,"238",404062,7787,2015
30,69,"2383",133776,2987,2015
30,69,"2389",141637,2700,2015
30,69,"484",184847,1714,2015
30,69,"4841",166334,1507,2015
30,69,"48411",44557,543,2015
30,71,"23",759396,12196,2015
30,71,"236",327534,4128,2015
30,71,"2361",297416,3783,2015
30,71,"237",23610,231,2015
30,71,"2371",979,14,2015
30,71,"238",404062,7787,2015
30,71,"2381",74811,1162,2015
30,71,"2382",50620,876,2015
30,71,"23821",19242,387,2015
30,71,"23822",23949,345,2015
30,71,"2383",133776,2987,2015
30,71,"2389",141637,2700,2015
30,71,"484",184847,1714,2015
30,71,"4841",166334,1507,2015
30,71,"48411",44557,543,2015
30,71,"4842",14365,165,2015
30,73,"23",759396,12196,2015
30,73,"236",327534,4128,2015
30,73,"2361",297416,3783,2015
30,73,"237",23610,231,2015
30,73,"2379",6346,98,2015
30,73,"23799",6346,98,2015
30,73,"238",404062,7787,2015
30,73,"2381",74811,1162,2015
30,73,"2382",50620,876,2015
30,73,"23821",19242,387,2015
30,73,"23822",23949,345,2015
30,73,"2383",133776,2987,2015
30,73,"2389",141637,2700,2015
30,73,"484",184847,1714,2015
30,73,"4841",166334,1507,2015
30,73,"48411",44557,543,2015
30,73,"4842",14365,165,2015
30,75,"23",759396,12196,2015
30,75,"236",327534,4128,2015
30,75,"2361",297416,3783,2015
30,75,"237",23610,231,2015
30,75,"2373",2521,14,2015
30,75,"23731",2521,14,2015
30,75,"238",404062,7787,2015
30,75,"2381",74811,1162,2015
30,75,"2382",50620,876,2015
30,75,"23821",19242,387,2015
30,75,"2383",133776,2987,2015
30,75,"2389",141637,2700,2015
30,75,"484",184847,1714,2015
30,75,"4841",166334,1507,2015
30,75,"48411",44557,543,2015
30,77,"23",759396,12196,2015
30,77,"236",327534,4128,2015
30,77,"2361",297416,3783,2015
30,77,"237",23610,231,2015
30,77,"2373",2521,14,2015
30,77,"23731",2521,14,2015
30,77,"2379",6346,98,2015
30,77,"23799",6346,98,2015
30,77,"238",404062,7787,2015
30,77,"2381",74811,1162,2015
30,77,"2382",50620,876,2015
30,77,"23821",19242,387,2015
30,77,"23822",23949,345,2015
30,77,"2383",133776,2987,2015
30,77,"2389",141637,2700,2015
30,77,"484",184847,1714,2015
30,77,"4841",166334,1507,2015
30,77,"48411",44557,543,2015
30,77,"4842",14365,165,2015
30,79,"23",759396,12196,2015
30,79,"236",327534,4128,2015
30,79,"2361",297416,3783,2015
30,79,"238",404062,7787,2015
30,79,"2381",74811,1162,2015
30,79,"2383",133776,2987,2015
30,79,"2389",141637,2700,2015
30,79,"484",184847,1714,2015
30,79,"4841",166334,1507,2015
30,79,"48411",44557,543,2015
30,79,"4842",14365,165,2015
30,81,"23",759396,12196,2015
30,81,"236",327534,4128,2015
30,81,"2361",297416,3783,2015
30,81,"237",23610,231,2015
30,81,"2371",979,14,2015
30,81,"2372",8370,40,2015
30,81,"23721",8370,40,2015
30,81,"2373",2521,14,2015
30,81,"23731",2521,14,2015
30,81,"2379",6346,98,2015
30,81,"23799",6346,98,2015
30,81,"238",404062,7787,2015
30,81,"2381",74811,1162,2015
30,81,"2382",50620,876,2015
30,81,"23821",19242,387,2015
30,81,"23822",23949,345,2015
30,81,"23829",4152,69,2015
30,81,"2383",133776,2987,2015
30,81,"2389",141637,2700,2015
30,81,"484",184847,1714,2015
30,81,"4841",166334,1507,2015
30,81,"48411",44557,543,2015
30,81,"4842",14365,165,2015
30,81,"4853",444,35,2015
30,83,"23",759396,12196,2015
30,83,"236",327534,4128,2015
30,83,"2361",297416,3783,2015
30,83,"237",23610,231,2015
30,83,"2371",979,14,2015
30,83,"2379",6346,98,2015
30,83,"23799",6346,98,2015
30,83,"238",404062,7787,2015
30,83,"2381",74811,1162,2015
30,83,"2382",50620,876,2015
30,83,"23821",19242,387,2015
30,83,"23822",23949,345,2015
30,83,"23829",4152,69,2015
30,83,"2383",133776,2987,2015
30,83,"2389",141637,2700,2015
30,83,"484",184847,1714,2015
30,83,"4841",166334,1507,2015
30,83,"48411",44557,543,2015
30,83,"4842",14365,165,2015
30,85,"23",759396,12196,2015
30,85,"236",327534,4128,2015
30,85,"2361",297416,3783,2015
30,85,"237",23610,231,2015
30,85,"2372",8370,40,2015
30,85,"23721",8370,40,2015
30,85,"2373",2521,14,2015
30,85,"23731",2521,14,2015
30,85,"2379",6346,98,2015
30,85,"23799",6346,98,2015
30,85,"238",404062,7787,2015
30,85,"2381",74811,1162,2015
30,85,"2382",50620,876,2015
30,85,"23821",19242,387,2015
30,85,"23822",23949,345,2015
30,85,"23829",4152,69,2015
30,85,"2383",133776,2987,2015
30,85,"2389",141637,2700,2015
30,85,"484",184847,1714,2015
30,85,"4841",166334,1507,2015
30,85,"48411",44557,543,2015
30,85,"4842",14365,165,2015
30,87,"23",759396,12196,2015
30,87,"236",327534,4128,2015
30,87,"2361",297416,3783,2015
30,87,"237",23610,231,2015
30,87,"2372",8370,40,2015
30,87,"23721",8370,40,2015
30,87,"238",404062,7787,2015
30,87,"2381",74811,1162,2015
30,87,"2382",50620,876,2015
30,87,"23822",23949,345,2015
30,87,"2383",133776,2987,2015
30,87,"2389",141637,2700,2015
30,87,"484",184847,1714,2015
30,87,"4841",166334,1507,2015
30,87,"48411",44557,543,2015
30,87,"4842",14365,165,2015
30,89,"23",759396,12196,2015
30,89,"236",327534,4128,2015
30,89,"2361",297416,3783,2015
30,89,"237",23610,231,2015
30,89,"2372",8370,40,2015
30,89,"23721",8370,40,2015
30,89,"2379",6346,98,2015
30,89,"23799",6346,98,2015
30,89,"238",404062,7787,2015
30,89,"2381",74811,1162,2015
30,89,"2382",50620,876,2015
30,89,"23821",19242,387,2015
30,89,"23822",23949,345,2015
30,89,"23829",4152,69,2015
30,89,"2383",133776,2987,2015
30,89,"2389",141637,2700,2015
30,89,"484",184847,1714,2015
30,89,"4841",166334,1507,2015
30,89,"48411",44557,543,2015
30,89,"4842",14365,165,2015
30,89,"4853",444,35,2015
30,91,"23",759396,12196,2015
30,91,"236",327534,4128,2015
30,91,"2361",297416,3783,2015
30,91,"237",23610,231,2015
30,91,"2379",6346,98,2015
30,91,"23799",6346,98,2015
30,91,"238",404062,7787,2015
30,91,"2381",74811,1162,2015
30,91,"2382",50620,876,2015
30,91,"23821",19242,387,2015
30,91,"23822",23949,345,2015
30,91,"23829",4152,69,2015
30,91,"2383",133776,2987,2015
30,91,"2389",141637,2700,2015
30,91,"484",184847,1714,2015
30,91,"4841",166334,1507,2015
30,91,"48411",44557,543,2015
30,91,"4842",14365,165,2015
30,93,"23",759396,12196,2015
30,93,"236",327534,4128,2015
30,93,"2361",297416,3783,2015
30,93,"237",23610,231,2015
30,93,"2371",979,14,2015
30,93,"2373",2521,14,2015
30,93,"23731",2521,14,2015
30,93,"2379",6346,98,2015
30,93,"23799",6346,98,2015
30,93,"238",404062,7787,2015
30,93,"2381",74811,1162,2015
30,93,"2382",50620,876,2015
30,93,"23821",19242,387,2015
30,93,"23822",23949,345,2015
30,93,"23829",4152,69,2015
30,93,"2383",133776,2987,2015
30,93,"2389",141637,2700,2015
30,93,"484",184847,1714,2015
30,93,"4841",166334,1507,2015
30,93,"48411",44557,543,2015
30,93,"4842",14365,165,2015
30,93,"4853",444,35,2015
30,95,"23",759396,12196,2015
30,95,"236",327534,4128,2015
30,95,"2361",297416,3783,2015
30,95,"237",23610,231,2015
30,95,"2371",979,14,2015
30,95,"2372",8370,40,2015
30,95,"23721",8370,40,2015
30,95,"2373",2521,14,2015
30,95,"23731",2521,14,2015
30,95,"2379",6346,98,2015
30,95,"23799",6346,98,2015
30,95,"238",404062,7787,2015
30,95,"2381",74811,1162,2015
30,95,"2382",50620,876,2015
30,95,"23821",19242,387,2015
30,95,"23822",23949,345,2015
30,95,"23829",4152,69,2015
30,95,"2383",133776,2987,2015
30,95,"2389",141637,2700,2015
30,95,"484",184847,1714,2015
30,95,"4841",166334,1507,2015
30,95,"48411",44557,543,2015
30,95,"4842",14365,165,2015
30,97,"23",759396,12196,2015
30,97,"236",327534,4128,2015
30,97,"2361",297416,3783,2015
30,97,"237",23610,231,2015
30,97,"2379",6346,98,2015
30,97,"23799",6346,98,2015
30,97,"238",404062,7787,2015
30,97,"2381",74811,1162,2015
30,97,"2382",50620,876,2015
30,97,"23821",19242,387,2015
30,97,"23822",23949,345,2015
30,97,"2383",133776,2987,2015
30,97,"2389",141637,2700,2015
30,97,"484",184847,1714,2015
30,97,"4841",166334,1507,2015
30,97,"48411",44557,543,2015
30,99,"23",759396,12196,2015
30,99,"236",327534,4128,2015
30,99,"2361",297416,3783,2015
30,99,"237",23610,231,2015
30,99,"2371",979,14,2015
30,99,"2379",6346,98,2015
30,99,"23799",6346,98,2015
30,99,"238",404062,7787,2015
30,99,"2381",74811,1162,2015
30,99,"2382",50620,876,2015
30,99,"23821",19242,387,2015
30,99,"23822",23949,345,2015
30,99,"23829",4152,69,2015
30,99,"2383",133776,2987,2015
30,99,"2389",141637,2700,2015
30,99,"484",184847,1714,2015
30,99,"4841",166334,1507,2015
30,99,"48411",44557,543,2015
30,99,"4842",14365,165,2015
30,101,"23",759396,12196,2015
30,101,"236",327534,4128,2015
30,101,"2361",297416,3783,2015
30,101,"237",23610,231,2015
30,101,"2379",6346,98,2015
30,101,"23799",6346,98,2015
30,101,"238",404062,7787,2015
30,101,"2381",74811,1162,2015
30,101,"2382",50620,876,2015
30,101,"23821",19242,387,2015
30,101,"23822",23949,345,2015
30,101,"23829",4152,69,2015
30,101,"2383",133776,2987,2015
30,101,"2389",141637,2700,2015
30,101,"484",184847,1714,2015
30,101,"4841",166334,1507,2015
30,101,"48411",44557,543,2015
30,103,"23",759396,12196,2015
30,103,"236",327534,4128,2015
30,103,"2361",297416,3783,2015
30,103,"238",404062,7787,2015
30,103,"2383",133776,2987,2015
30,103,"2389",141637,2700,2015
30,103,"484",184847,1714,2015
30,103,"4841",166334,1507,2015
30,103,"48411",44557,543,2015
30,103,"4842",14365,165,2015
30,105,"23",759396,12196,2015
30,105,"236",327534,4128,2015
30,105,"2361",297416,3783,2015
30,105,"237",23610,231,2015
30,105,"2379",6346,98,2015
30,105,"23799",6346,98,2015
30,105,"238",404062,7787,2015
30,105,"2381",74811,1162,2015
30,105,"2382",50620,876,2015
30,105,"23821",19242,387,2015
30,105,"23822",23949,345,2015
30,105,"23829",4152,69,2015
30,105,"2383",133776,2987,2015
30,105,"2389",141637,2700,2015
30,105,"484",184847,1714,2015
30,105,"4841",166334,1507,2015
30,105,"48411",44557,543,2015
30,107,"23",759396,12196,2015
30,107,"236",327534,4128,2015
30,107,"2361",297416,3783,2015
30,107,"237",23610,231,2015
30,107,"2373",2521,14,2015
30,107,"23731",2521,14,2015
30,107,"238",404062,7787,2015
30,107,"2381",74811,1162,2015
30,107,"2382",50620,876,2015
30,107,"23821",19242,387,2015
30,107,"23822",23949,345,2015
30,107,"23829",4152,69,2015
30,107,"2383",133776,2987,2015
30,107,"2389",141637,2700,2015
30,107,"484",184847,1714,2015
30,107,"4841",166334,1507,2015
30,107,"48411",44557,543,2015
30,109,"23",759396,12196,2015
30,109,"236",327534,4128,2015
30,109,"2361",297416,3783,2015
30,109,"238",404062,7787,2015
30,109,"2383",133776,2987,2015
30,109,"2389",141637,2700,2015
30,109,"484",184847,1714,2015
30,109,"4841",166334,1507,2015
30,109,"48411",44557,543,2015
30,111,"23",759396,12196,2015
30,111,"236",327534,4128,2015
30,111,"2361",297416,3783,2015
30,111,"237",23610,231,2015
30,111,"2371",979,14,2015
30,111,"2372",8370,40,2015
30,111,"23721",8370,40,2015
30,111,"2373",2521,14,2015
30,111,"23731",2521,14,2015
30,111,"2379",6346,98,2015
30,111,"23799",6346,98,2015
30,111,"238",404062,7787,2015
30,111,"2381",74811,1162,2015
30,111,"2382",50620,876,2015
30,111,"23821",19242,387,2015
30,111,"23822",23949,345,2015
30,111,"23829",4152,69,2015
30,111,"2383",133776,2987,2015
30,111,"2389",141637,2700,2015
30,111,"484",184847,1714,2015
30,111,"4841",166334,1507,2015
30,111,"48411",44557,543,2015
30,111,"4842",14365,165,2015
30,111,"4853",444,35,2015
39,1,"23",5091186,90186,2015
39,1,"236",1607417,21873,2015
39,1,"2361",1370723,18797,2015
39,1,"237",125577,1297,2015
39,1,"2371",15044,177,2015
39,1,"2373",8503,146,2015
39,1,"23731",8503,146,2015
39,1,"2379",24125,378,2015
39,1,"23799",24125,378,2015
39,1,"238",3357022,67005,2015
39,1,"2381",717308,12125,2015
39,1,"2382",477971,9463,2015
39,1,"23821",159131,3887,2015
39,1,"23822",274065,4782,2015
39,1,"23829",42104,742,2015
39,1,"2383",1139633,26400,2015
39,1,"2389",1022103,19016,2015
39,1,"484",2088067,21357,2015
39,1,"4841",1956080,19495,2015
39,1,"48411",503311,5934,2015
39,1,"4842",131738,1857,2015
39,1,"4853",112722,7576,2015
39,3,"23",5091186,90186,2015
39,3,"236",1607417,21873,2015
39,3,"2361",1370723,18797,2015
39,3,"237",125577,1297,2015
39,3,"2371",15044,177,2015
39,3,"2372",62175,343,2015
39,3,"23721",62175,343,2015
39,3,"2373",8503,146,2015
39,3,"23731",8503,146,2015
39,3,"2379",24125,378,2015
39,3,"23799",24125,378,2015
39,3,"238",3357022,67005,2015
39,3,"2381",717308,12125,2015
39,3,"2382",477971,9463,2015
39,3,"23821",159131,3887,2015
39,3,"23822",274065,4782,2015
39,3,"23829",42104,742,2015
39,3,"2383",1139633,26400,2015
39,3,"2389",1022103,19016,2015
39,3,"484",2088067,21357,2015
39,3,"4841",1956080,19495,2015
39,3,"48411",503311,5934,2015
39,3,"4842",131738,1857,2015
39,3,"4853",112722,7576,2015
39,5,"23",5091186,90186,2015
39,5,"236",1607417,21873,2015
39,5,"2361",1370723,18797,2015
39,5,"237",125577,1297,2015
39,5,"2371",15044,177,2015
39,5,"2373",8503,146,2015
39,5,"23731",8503,146,2015
39,5,"2379",24125,378,2015
39,5,"23799",24125,378,2015
39,5,"238",3357022,67005,2015
39,5,"2381",717308,12125,2015
39,5,"2382",477971,9463,2015
39,5,"23821",159131,3887,2015
39,5,"23822",274065,4782,2015
39,5,"23829",42104,742,2015
39,5,"2383",1139633,26400,2015
39,5,"2389",1022103,19016,2015
39,5,"484",2088067,21357,2015
39,5,"4841",1956080,19495,2015
39,5,"48411",503311,5934,2015
39,5,"4842",131738,1857,2015
39,5,"4853",112722,7576,2015
39,7,"23",5091186,90186,2015
39,7,"236",1607417,21873,2015
39,7,"2361",1370723,18797,2015
39,7,"237",125577,1297,2015
39,7,"2371",15044,177,2015
39,7,"2372",62175,343,2015
39,7,"23721",62175,343,2015
39,7,"2373",8503,146,2015
39,7,"23731",8503,146,2015
39,7,"2379",24125,378,2015
39,7,"23799",24125,378,2015
39,7,"238",3357022,67005,2015
39,7,"2381",717308,12125,2015
39,7,"2382",477971,9463,2015
39,7,"23821",159131,3887,2015
39,7,"23822",274065,4782,2015
39,7,"23829",42104,742,2015
39,7,"2383",1139633,26400,2015
39,7,"2389",1022103,19016,2015
39,7,"484",2088067,21357,2015
39,7,"4841",1956080,19495,2015
39,7,"48411",503311,5934,2015
39,7,"4842",131738,1857,2015
39,7,"4853",112722,7576,2015
39,9,"23",5091186,90186,2015
39,9,"236",1607417,21873,2015
39,9,"2361",1370723,18797,2015
39,9,"237",125577,1297,2015
39,9,"2371",15044,177,2015
39,9,"2372",62175,343,2015
39,9,"23721",62175,343,2015
39,9,"2373",8503,146,2015
39,9,"23731",8503,146,2015
39,9,"2379",24125,378,2015
39,9,"23799",24125,378,2015
39,9,"238",3357022,67005,2015
39,9,"2381",717308,12125,2015
39,9,"2382",477971,9463,2015
39,9,"23821",159131,3887,2015
39,9,"23822",274065,4782,2015
39,9,"23829",42104,742,2015
39,9,"2383",1139633,26400,2015
39,9,"2389",1022103,19016,2015
39,9,"484",2088067,21357,2015
39,9,"4841",1956080,19495,2015
39,9,"48411",503311,5934,2015
39,9,"4842",131738,1857,2015
39,9,"4853",112722,7576,2015
39,11,"23",5091186,90186,2015
39,11,"236",1607417,21873,2015
39,11,"2361",1370723,18797,2015
39,11,"237",125577,1297,2015
39,11,"2371",15044,177,2015
39,11,"2372",62175,343,2015
39,11,"23721",62175,343,2015
39,11,"2379",24125,378,2015
39,11,"23799",24125,378,2015
39,11,"238",3357022,67005,2015
39,11,"2381",717308,12125,2015
39,11,"2382",477971,9463,2015
39,11,"23821",159131,3887,2015
39,11,"23822",274065,4782,2015
39,11,"23829",42104,742,2015
39,11,"2383",1139633,26400,2015
39,11,"2389",1022103,19016,2015
39,11,"484",2088067,21357,2015
39,11,"4841",1956080,19495,2015
39,11,"48411",503311,5934,2015
39,11,"4842",131738,1857,2015
39,11,"4853",112722,7576,2015
39,13,"23",5091186,90186,2015
39,13,"236",1607417,21873,2015
39,13,"2361",1370723,18797,2015
39,13,"237",125577,1297,2015
39,13,"2372",62175,343,2015
39,13,"23721",62175,343,2015
39,13,"2373",8503,146,2015
39,13,"23731",8503,146,2015
39,13,"2379",24125,378,2015
39,13,"23799",24125,378,2015
39,13,"238",3357022,67005,2015
39,13,"2381",717308,12125,2015
39,13,"2382",477971,9463,2015
39,13,"23821",159131,3887,2015
39,13,"23822",274065,4782,2015
39,13,"23829",42104,742,2015
39,13,"2383",1139633,26400,2015
39,13,"2389",1022103,19016,2015
39,13,"484",2088067,21357,2015
39,13,"4841",1956080,19495,2015
39,13,"48411",503311,5934,2015
39,13,"4842",131738,1857,2015
39,13,"4853",112722,7576,2015
39,15,"23",5091186,90186,2015
39,15,"236",1607417,21873,2015
39,15,"2361",1370723,18797,2015
39,15,"237",125577,1297,2015
39,15,"2371",15044,177,2015
39,15,"2372",62175,343,2015
39,15,"23721",62175,343,2015
39,15,"2373",8503,146,2015
39,15,"23731",8503,146,2015
39,15,"2379",24125,378,2015
39,15,"23799",24125,378,2015
39,15,"238",3357022,67005,2015
39,15,"2381",717308,12125,2015
39,15,"2382",477971,9463,2015
39,15,"23821",159131,3887,2015
39,15,"23822",274065,4782,2015
39,15,"23829",42104,742,2015
39,15,"2383",1139633,26400,2015
39,15,"2389",1022103,19016,2015
39,15,"484",2088067,21357,2015
39,15,"4841",1956080,19495,2015
39,15,"48411",503311,5934,2015
39,15,"4842",131738,1857,2015
39,15,"4853",112722,7576,2015
39,17,"23",5091186,90186,2015
39,17,"236",1607417,21873,2015
39,17,"2361",1370723,18797,2015
39,17,"237",125577,1297,2015
39,17,"2371",15044,177,2015
39,17,"2372",62175,343,2015
39,17,"23721",62175,343,2015
39,17,"2373",8503,146,2015
39,17,"23731",8503,146,2015
39,17,"2379",24125,378,2015
39,17,"23799",24125,378,2015
39,17,"238",3357022,67005,2015
39,17,"2381",717308,12125,2015
39,17,"2382",477971,9463,2015
39,17,"23821",159131,3887,2015
39,17,"23822",274065,4782,2015
39,17,"23829",42104,742,2015
39,17,"2383",1139633,26400,2015
39,17,"2389",1022103,19016,2015
39,17,"484",2088067,21357,2015
39,17,"4841",1956080,19495,2015
39,17,"48411",503311,5934,2015
39,17,"4842",131738,1857,2015
39,17,"4853",112722,7576,2015
39,19,"23",5091186,90186,2015
39,19,"236",1607417,21873,2015
39,19,"2361",1370723,18797,2015
39,19,"237",125577,1297,2015
39,19,"2371",15044,177,2015
39,19,"2372",62175,343,2015
39,19,"23721",62175,343,2015
39,19,"2379",24125,378,2015
39,19,"23799",24125,378,2015
39,19,"238",3357022,67005,2015
39,19,"2381",717308,12125,2015
39,19,"2382",477971,9463,2015
39,19,"23821",159131,3887,2015
39,19,"23822",274065,4782,2015
39,19,"23829",42104,742,2015
39,19,"2383",1139633,26400,2015
39,19,"2389",1022103,19016,2015
39,19,"484",2088067,21357,2015
39,19,"4841",1956080,19495,2015
39,19,"48411",503311,5934,2015
39,19,"4842",131738,1857,2015
39,19,"4853",112722,7576,2015
39,21,"23",5091186,90186,2015
39,21,"236",1607417,21873,2015
39,21,"2361",1370723,18797,2015
39,21,"237",125577,1297,2015
39,21,"2371",15044,177,2015
39,21,"2372",62175,343,2015
39,21,"23721",62175,343,2015
39,21,"2379",24125,378,2015
39,21,"23799",24125,378,2015
39,21,"238",3357022,67005,2015
39,21,"2381",717308,12125,2015
39,21,"2382",477971,9463,2015
39,21,"23821",159131,3887,2015
39,21,"23822",274065,4782,2015
39,21,"23829",42104,742,2015
39,21,"2383",1139633,26400,2015
39,21,"2389",1022103,19016,2015
39,21,"484",2088067,21357,2015
39,21,"4841",1956080,19495,2015
